lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,timestamp,phase
4.481795,5.121637,2.534743,4.785204,5.115545,2.6016,4.634396,4.695847,2.710644,4.622621,4.966377,2.696914,4.482927,5.082689,2.576181,4.761549,5.076974,2.639762,2208331,Preparation
4.47332,5.126263,2.549834,4.791081,5.114225,2.591854,4.634835,4.695652,2.711916,4.622681,4.966446,2.696701,4.48078,5.082163,2.580479,4.767719,5.07829,2.626199,2208370,Preparation
4.47014,5.125909,2.552966,4.796398,5.110707,2.5863,4.636138,4.695348,2.714837,4.622979,4.966564,2.696853,4.479125,5.081979,2.576309,4.772483,5.076898,2.618466,2208399,Preparation
4.464478,5.121304,2.547878,4.802931,5.106891,2.584682,4.637247,4.694731,2.717393,4.623386,4.966808,2.697081,4.472952,5.084561,2.578408,4.776958,5.077477,2.611799,2208435,Preparation
4.445439,5.117081,2.550138,4.809298,5.101723,2.585002,4.638023,4.694328,2.72012,4.623626,4.966851,2.697312,4.463368,5.083907,2.578768,4.782883,5.073604,2.603781,2208464,Preparation
4.437715,5.11487,2.551783,4.814127,5.097131,2.586877,4.638389,4.694254,2.721483,4.624425,4.967479,2.697947,4.456125,5.083624,2.579714,4.787128,5.071078,2.600923,2208500,Preparation
4.433845,5.113745,2.546803,4.819112,5.093246,2.586766,4.638727,4.694259,2.72252,4.625586,4.967834,2.698926,4.450155,5.08281,2.571329,4.791515,5.068248,2.599919,2208532,Preparation
4.428216,5.107989,2.536097,4.82289,5.090981,2.586206,4.638991,4.694465,2.722515,4.626323,4.967859,2.699492,4.448002,5.082103,2.567831,4.796578,5.066164,2.599321,2208567,Hold
4.422733,5.104012,2.534897,4.82767,5.08893,2.584095,4.639235,4.694653,2.722602,4.627322,4.968334,2.699905,4.446188,5.080002,2.561731,4.801028,5.064957,2.597208,2208598,Hold
4.413123,5.10011,2.536646,4.830118,5.087637,2.582049,4.639315,4.694746,2.722499,4.627889,4.968458,2.700052,4.443679,5.075698,2.550512,4.803382,5.063941,2.59533,2208635,Hold
4.409788,5.098748,2.537222,4.833117,5.086556,2.578587,4.639824,4.694907,2.72328,4.628606,4.968734,2.700708,4.442615,5.072692,2.542552,4.80731,5.061696,2.59002,2208667,Hold
4.411854,5.095965,2.52814,4.835644,5.084813,2.575047,4.640232,4.695665,2.722946,4.629409,4.968544,2.701532,4.442346,5.071457,2.539304,4.809134,5.060834,2.58738,2208703,Hold
4.413227,5.094869,2.525927,4.833417,5.079258,2.572989,4.640574,4.696059,2.722169,4.630287,4.968509,2.702188,4.441928,5.070885,2.540991,4.80176,5.052467,2.595357,2208732,Hold
4.414234,5.094841,2.528906,4.834489,5.072392,2.562487,4.641208,4.696367,2.721864,4.631371,4.968542,2.70274,4.442571,5.071421,2.545081,4.799901,5.04797,2.595201,2208770,Hold
4.411957,5.100078,2.543583,4.834748,5.061858,2.555033,4.642859,4.696723,2.722128,4.632394,4.968553,2.703166,4.443034,5.072662,2.556659,4.798035,5.039804,2.593596,2208799,Hold
4.424187,5.102871,2.550393,4.830989,5.040971,2.545074,4.643893,4.697085,2.722372,4.633632,4.969121,2.703677,4.448255,5.07301,2.566574,4.795394,5.025659,2.591159,2208837,Preparation
4.437058,5.105216,2.556336,4.827542,5.016371,2.535942,4.646753,4.69782,2.725059,4.634439,4.969454,2.704222,4.45217,5.07587,2.587079,4.79908,5.004809,2.581888,2208867,Preparation
4.449502,5.106625,2.561639,4.821069,4.988619,2.522236,4.648715,4.698455,2.726498,4.635401,4.96929,2.705126,4.462628,5.076612,2.59295,4.796682,4.982581,2.569756,2208902,Preparation
4.462081,5.103572,2.568914,4.816261,4.95937,2.50763,4.651393,4.699532,2.727899,4.636173,4.969321,2.705724,4.483116,5.069074,2.581368,4.792239,4.959433,2.562185,2208933,Preparation
4.473388,5.105811,2.571561,4.812602,4.933534,2.487944,4.653073,4.699582,2.728603,4.636815,4.969235,2.706225,4.482266,5.070645,2.622583,4.803485,4.93813,2.516457,2208968,Preparation
4.492948,5.092353,2.540784,4.806232,4.911702,2.486175,4.655509,4.699615,2.730135,4.637194,4.968404,2.707091,4.494193,5.058949,2.607354,4.795996,4.934093,2.531116,2208999,Preparation
4.503064,5.080789,2.523753,4.801071,4.900091,2.480361,4.657445,4.699626,2.731641,4.6394,4.968974,2.708745,4.500454,5.049584,2.597523,4.796875,4.93289,2.518648,2209031,Preparation
4.475146,5.08599,2.608985,4.797485,4.89453,2.471444,4.658285,4.699673,2.732014,4.639715,4.96925,2.70852,4.484299,5.05494,2.64548,4.799593,4.938486,2.504609,2209063,Preparation
4.522089,5.044332,2.494621,4.793758,4.893851,2.458331,4.660132,4.699878,2.732138,4.639615,4.968734,2.708752,4.524353,5.023942,2.570624,4.79531,4.944671,2.500651,2209098,Preparation
4.543792,4.999423,2.461591,4.782104,4.910508,2.441726,4.661849,4.699667,2.731979,4.643966,4.969659,2.71313,4.540841,4.987868,2.533475,4.785619,4.939207,2.486167,2209129,Preparation
4.563106,4.962589,2.368413,4.757741,4.920557,2.359275,4.66336,4.699685,2.73206,4.647033,4.970611,2.716454,4.553942,4.959126,2.492775,4.763355,4.932229,2.432062,2209163,Preparation
4.55706,4.9509,2.390268,4.743274,4.935696,2.432104,4.664946,4.699961,2.731935,4.649034,4.971293,2.718806,4.554281,4.950247,2.477374,4.746197,4.939065,2.45992,2209197,Preparation
4.563457,4.911148,2.447598,4.72975,4.942169,2.46727,4.665976,4.699617,2.731066,4.650031,4.971604,2.720782,4.567056,4.90371,2.475571,4.737346,4.947938,2.489946,2209230,Preparation
4.57329,4.873733,2.422936,4.713696,4.948159,2.458773,4.668066,4.700023,2.726921,4.649987,4.971223,2.722534,4.570989,4.888462,2.474568,4.73243,4.954939,2.5029,2209264,Preparation
4.573659,4.873664,2.451121,4.708553,4.949524,2.456385,4.669805,4.700422,2.723818,4.651515,4.970675,2.725598,4.575384,4.871788,2.457751,4.730627,4.956607,2.506942,2209298,Stroke
4.574184,4.874159,2.457779,4.706343,4.94607,2.470502,4.672406,4.70095,2.722395,4.655831,4.97166,2.730061,4.575313,4.87622,2.464536,4.729417,4.953243,2.522985,2209329,Stroke
4.577306,4.884408,2.449264,4.700929,4.948493,2.473938,4.676206,4.701602,2.72048,4.658621,4.972622,2.734069,4.578214,4.889515,2.448326,4.7243,4.955692,2.526991,2209363,Stroke
4.578707,4.91083,2.449764,4.697638,4.950531,2.463258,4.67948,4.701962,2.717915,4.66088,4.977442,2.738132,4.580327,4.920495,2.44571,4.721094,4.957737,2.516474,2209399,Stroke
4.581824,4.929893,2.442546,4.738777,4.896118,2.492112,4.68565,4.702891,2.715032,4.663237,4.978031,2.741537,4.580964,4.941388,2.461912,4.762258,4.903326,2.545374,2209437,Stroke
4.585191,4.934663,2.415127,4.776772,4.890532,2.531446,4.690275,4.703487,2.713609,4.665455,4.977212,2.744422,4.581849,4.951923,2.463043,4.783046,4.892218,2.547471,2209463,Stroke
4.590796,4.938962,2.411437,4.791996,4.906732,2.53961,4.695377,4.704687,2.712088,4.666627,4.975941,2.746785,4.586641,4.958169,2.467601,4.799503,4.914453,2.529115,2209504,Stroke
4.579339,4.967742,2.415876,4.80427,4.92075,2.509081,4.698163,4.705418,2.710554,4.666873,4.974289,2.748015,4.593994,4.965312,2.468684,4.804718,4.930491,2.522037,2209531,Stroke
4.605532,4.989694,2.35405,4.810878,4.936946,2.479129,4.701188,4.706199,2.709997,4.665999,4.972148,2.748834,4.606283,4.987006,2.418944,4.799535,4.975719,2.570399,2209571,Stroke
4.61761,4.992242,2.330997,4.812023,4.962675,2.460274,4.704616,4.706244,2.708696,4.666803,4.971637,2.750257,4.61419,4.989479,2.399513,4.803889,4.989623,2.574689,2209599,Stroke
4.622233,4.989345,2.3219,4.810325,4.979988,2.453509,4.707036,4.706275,2.707532,4.667244,4.97148,2.750899,4.617561,4.986557,2.391496,4.808373,4.994236,2.576789,2209632,Stroke
4.624435,4.986782,2.317218,4.80648,5.002292,2.468057,4.708806,4.706898,2.704916,4.667672,4.971591,2.75146,4.619389,4.983988,2.38713,4.815672,5.000536,2.585027,2209663,Stroke
4.629046,4.963055,2.28831,4.803998,5.012526,2.480975,4.709971,4.707074,2.703606,4.668203,4.971751,2.752071,4.623435,4.962437,2.358318,4.799304,5.001099,2.578005,2209699,Stroke
4.627508,4.905064,2.361397,4.796838,5.026234,2.512704,4.710991,4.707274,2.702229,4.668449,4.971916,2.752431,4.620243,4.920249,2.419834,4.790582,5.016866,2.632776,2209731,Stroke
4.627193,4.886125,2.386072,4.792606,5.031822,2.52612,4.711735,4.707352,2.700893,4.668691,4.972032,2.75268,4.619341,4.906428,2.440342,4.787487,5.027645,2.640692,2209766,Stroke
4.63507,4.885155,2.396749,4.788431,5.035235,2.546955,4.712479,4.707339,2.699959,4.669033,4.972085,2.753223,4.622031,4.903163,2.451041,4.782109,5.01922,2.627456,2209797,Stroke
4.633566,4.880719,2.389491,4.782607,5.045462,2.559065,4.713011,4.707355,2.699297,4.669218,4.971766,2.753759,4.620489,4.899015,2.444089,4.771659,5.024544,2.640992,2209833,Stroke
4.631177,4.881562,2.384092,4.780194,5.047179,2.568507,4.713576,4.707336,2.699223,4.669785,4.971602,2.754481,4.618935,4.899491,2.440122,4.768196,5.024067,2.650247,2209866,Stroke
4.620665,4.895099,2.367544,4.776923,5.049617,2.577368,4.713892,4.707315,2.698823,4.670166,4.971588,2.754766,4.616327,4.902063,2.434927,4.766991,5.024365,2.652847,2209906,Stroke
4.613625,4.91002,2.409029,4.775611,5.050636,2.580871,4.714069,4.707336,2.698841,4.670125,4.97139,2.754492,4.608646,4.924437,2.441416,4.766107,5.030802,2.648147,2209931,Stroke
4.607729,4.929076,2.402163,4.777009,5.053607,2.571547,4.714238,4.707271,2.699052,4.670309,4.971138,2.754475,4.604512,4.936246,2.44104,4.766407,5.037679,2.635643,2209969,Stroke
4.602257,4.948896,2.360195,4.782118,5.051934,2.557833,4.714359,4.707258,2.699499,4.670713,4.971106,2.754669,4.597922,4.947816,2.421646,4.766655,5.04635,2.621334,2209999,Stroke
4.592967,4.974691,2.351217,4.781593,5.051164,2.566205,4.714996,4.707188,2.701576,4.671172,4.971056,2.754869,4.579594,4.974051,2.421031,4.769245,5.040047,2.629656,2210035,Retraction
4.581765,5.000667,2.355022,4.782061,5.044846,2.580366,4.715327,4.70716,2.705492,4.671525,4.97106,2.755043,4.572024,4.990132,2.42427,4.769543,5.028447,2.646841,2210066,Retraction
4.564302,5.033143,2.359397,4.785061,5.043278,2.573326,4.715499,4.707032,2.709036,4.671696,4.971106,2.755036,4.562704,5.007674,2.432108,4.769693,5.024922,2.651865,2210100,Retraction
4.550599,5.061317,2.382167,4.788111,5.045149,2.57503,4.714927,4.706377,2.712807,4.671825,4.971262,2.754908,4.555064,5.025617,2.442021,4.775866,5.026323,2.659842,2210131,Retraction
4.539215,5.080209,2.424732,4.789975,5.03367,2.579447,4.714293,4.705701,2.715637,4.671861,4.971245,2.754618,4.547573,5.038146,2.466456,4.774937,5.022845,2.655321,2210166,Retraction
4.532475,5.092276,2.46096,4.797125,5.026429,2.570417,4.71363,4.704767,2.719379,4.671899,4.971248,2.754095,4.540378,5.049027,2.502179,4.77463,5.021674,2.654219,2210199,Retraction
4.525105,5.10348,2.518106,4.800804,5.022988,2.56396,4.712736,4.704039,2.722984,4.672088,4.971263,2.753613,4.533612,5.058009,2.548302,4.782233,5.024395,2.663907,2210234,Retraction
4.525683,5.09594,2.581861,4.803612,5.019541,2.559163,4.711719,4.702938,2.728123,4.672348,4.971273,2.753067,4.530639,5.062593,2.589222,4.785378,5.024041,2.665093,2210263,Retraction
4.515476,5.112873,2.672628,4.805169,5.017605,2.557069,4.71076,4.702293,2.731343,4.672508,4.971359,2.752627,4.517283,5.070169,2.685717,4.78733,5.023457,2.664499,2210300,Retraction
4.517736,5.129114,2.714412,4.807249,5.014546,2.55576,4.71028,4.70189,2.733871,4.672723,4.971432,2.752456,4.524516,5.082782,2.711934,4.792702,5.013533,2.653132,2210330,Retraction
4.521739,5.13091,2.728912,4.809711,5.01116,2.553092,4.70901,4.701197,2.737021,4.672953,4.971483,2.752329,4.530407,5.083574,2.721657,4.798615,5.012756,2.648024,2210366,Retraction
4.523699,5.131878,2.735528,4.814241,5.006097,2.546958,4.707716,4.700771,2.739286,4.673287,4.97156,2.752368,4.533065,5.084263,2.726891,4.801952,5.002061,2.611557,2210397,Retraction
4.525808,5.132266,2.749326,4.816662,5.003394,2.543659,4.706715,4.700572,2.741785,4.673829,4.971448,2.752549,4.535495,5.084594,2.740132,4.801662,4.998138,2.607753,2210434,Retraction
4.528855,5.129731,2.753888,4.820103,4.999948,2.540227,4.705557,4.700646,2.743404,4.674663,4.971531,2.752702,4.538674,5.082053,2.744507,4.810368,5.009579,2.624923,2210463,Retraction
4.529185,5.129673,2.76175,4.825844,4.995055,2.530755,4.70398,4.700634,2.744103,4.675456,4.971597,2.752712,4.539064,5.082,2.752299,4.815665,5.007164,2.616978,2210501,Retraction
4.516493,5.073199,2.884253,4.834402,4.992103,2.512121,4.70166,4.700305,2.744846,4.676294,4.971758,2.752806,4.526418,5.025535,2.874774,4.822004,5.009158,2.60799,2210531,Retraction
4.508319,5.059834,2.938368,4.845198,4.992617,2.488041,4.699648,4.700325,2.745416,4.677034,4.971913,2.75299,4.518258,5.012176,2.92888,4.824332,5.005185,2.582433,2210566,Retraction
4.505572,5.056795,2.952856,4.858323,5.000481,2.453178,4.698237,4.700401,2.746498,4.677598,4.972065,2.753008,4.515514,5.009139,2.943367,4.837608,5.016368,2.552779,2210599,Retraction
4.506369,5.06029,2.938112,4.86936,5.014663,2.426981,4.696135,4.700066,2.747317,4.677547,4.97222,2.752679,4.516312,5.012638,2.928622,4.835894,5.006155,2.534724,2210634,Retraction
4.502564,5.077623,2.907573,4.880826,5.036847,2.402711,4.694259,4.699996,2.747763,4.677533,4.972825,2.752521,4.512506,5.029975,2.898084,4.838942,5.006532,2.518124,2210667,Retraction
4.496702,5.080753,2.913216,4.886067,5.058224,2.397676,4.692501,4.700271,2.747746,4.677172,4.973065,2.752238,4.506643,5.033108,2.903728,4.840617,5.00758,2.513573,2210702,Retraction
4.494596,5.078771,2.91466,4.887904,5.072992,2.399966,4.690332,4.700224,2.748528,4.678066,4.973438,2.751992,4.504537,5.031129,2.905173,4.856079,5.031697,2.471486,2210731,Retraction
4.503017,5.12031,2.784708,4.888399,5.088361,2.419141,4.687504,4.700481,2.745963,4.678345,4.974071,2.750739,4.50659,5.077063,2.784648,4.864961,5.055592,2.451811,2210766,Retraction
4.508643,5.119546,2.701035,4.887817,5.095134,2.422222,4.684527,4.700789,2.740391,4.677999,4.974184,2.749366,4.509493,5.085458,2.741596,4.866179,5.064372,2.446841,2210798,Retraction
4.508204,5.118593,2.672671,4.882975,5.103789,2.435813,4.681746,4.700921,2.737349,4.677701,4.974372,2.746831,4.512019,5.088445,2.716926,4.864822,5.072416,2.450405,2210834,Retraction
4.504449,5.118506,2.656342,4.876001,5.107541,2.443125,4.67906,4.70129,2.733211,4.677426,4.974812,2.743311,4.510419,5.089896,2.700153,4.855807,5.074231,2.464476,2210864,Retraction
4.504434,5.11287,2.630972,4.865578,5.115885,2.459398,4.677223,4.701113,2.729614,4.676795,4.974672,2.739383,4.516479,5.085071,2.672835,4.85066,5.08063,2.475095,2210901,Retraction
4.500909,5.114571,2.634631,4.855617,5.121771,2.47528,4.675377,4.700939,2.724955,4.675881,4.975015,2.733962,4.517786,5.084006,2.665181,4.844615,5.084977,2.488618,2210932,Retraction
4.499402,5.116241,2.63859,4.844939,5.126506,2.498219,4.673309,4.700727,2.720069,4.674531,4.975194,2.727383,4.512778,5.085834,2.6727,4.834111,5.092153,2.51461,2210971,Retraction
4.498003,5.124626,2.657548,4.835826,5.133224,2.515764,4.67029,4.70111,2.712207,4.673209,4.975217,2.720526,4.514293,5.084807,2.685244,4.825572,5.095733,2.535053,2210999,Retraction
4.49945,5.1343,2.670634,4.823287,5.136209,2.550924,4.668205,4.70111,2.706513,4.672156,4.975202,2.71423,4.513808,5.090773,2.697097,4.810016,5.096347,2.569132,2211035,Retraction
4.512358,5.133472,2.667378,4.814224,5.141849,2.576297,4.666533,4.700744,2.698729,4.671433,4.974565,2.70921,4.517093,5.089557,2.704786,4.802802,5.096724,2.589257,2211067,Retraction
4.521346,5.135568,2.656736,4.806131,5.140316,2.598714,4.665633,4.700849,2.692109,4.670761,4.974147,2.704858,4.530632,5.098542,2.673668,4.79375,5.094143,2.61246,2211107,Retraction
4.544984,5.126899,2.588886,4.799851,5.140411,2.614928,4.665274,4.700622,2.686912,4.669386,4.974166,2.699361,4.553745,5.091588,2.602294,4.789636,5.093181,2.626256,2211143,Retraction
4.566758,5.131186,2.535574,4.790601,5.142856,2.644419,4.665422,4.700091,2.677815,4.668961,4.974261,2.69468,4.57536,5.09639,2.547925,4.784443,5.09493,2.638834,2211169,Rest
4.572837,5.131951,2.517864,4.78698,5.142983,2.65339,4.665254,4.699384,2.667121,4.668511,4.973512,2.690629,4.581392,5.09731,2.529898,4.781314,5.094671,2.648186,2211199,Rest
4.582583,5.131507,2.49957,4.784013,5.14321,2.657059,4.664736,4.699008,2.658043,4.667876,4.972975,2.687153,4.58336,5.097454,2.520576,4.778924,5.094694,2.654858,2211234,Rest
4.587347,5.1319,2.490139,4.781875,5.143157,2.658608,4.664541,4.699188,2.648564,4.667084,4.971597,2.683346,4.585461,5.098176,2.514501,4.776928,5.094584,2.6587,2211266,Rest
4.593251,5.132721,2.481594,4.780669,5.143075,2.660057,4.664587,4.698996,2.643718,4.666233,4.970247,2.680005,4.589616,5.099453,2.508224,4.775799,5.094481,2.660659,2211301,Rest
4.595777,5.128504,2.478368,4.779419,5.140843,2.657615,4.664446,4.698613,2.638371,4.6656,4.969262,2.676797,4.592155,5.095223,2.50526,4.774388,5.093513,2.662055,2211331,Rest
4.556556,5.128525,2.575091,4.778621,5.136715,2.65172,4.664649,4.69838,2.63347,4.664911,4.968835,2.674653,4.549335,5.09913,2.614766,4.773456,5.091313,2.662641,2211367,Rest
4.554471,5.111762,2.571277,4.77822,5.134004,2.648308,4.665015,4.698205,2.629313,4.664027,4.968547,2.673739,4.54617,5.083532,2.614787,4.77293,5.089556,2.662108,2211398,Rest
4.524238,5.133212,2.64363,4.779306,5.1331,2.643862,4.665727,4.697936,2.62496,4.663619,4.967699,2.672034,4.532337,5.094688,2.63187,4.773509,5.086689,2.659018,2211435,Rest
4.511808,5.139938,2.667552,4.781637,5.132318,2.636001,4.666315,4.697836,2.620991,4.663349,4.967216,2.670555,4.51609,5.094387,2.670557,4.775529,5.085868,2.650556,2211464,Rest
4.500885,5.137146,2.664031,4.783908,5.13252,2.628086,4.666667,4.69804,2.616552,4.663085,4.967016,2.669476,4.510139,5.092563,2.677167,4.777978,5.087624,2.64269,2211499,Rest
4.515949,5.12481,2.585447,4.787865,5.13324,2.619582,4.666952,4.698066,2.613739,4.663043,4.966789,2.668608,4.521852,5.083172,2.604639,4.778691,5.087389,2.638999,2211531,Rest
4.512059,5.124188,2.56934,4.789897,5.132267,2.614331,4.667601,4.69833,2.611418,4.662982,4.966621,2.667929,4.525553,5.079615,2.579222,4.779941,5.086145,2.635713,2211567,Rest
4.507034,5.118728,2.585236,4.791313,5.131139,2.610658,4.667994,4.6983,2.610594,4.663023,4.966264,2.667288,4.525171,5.077025,2.562147,4.780673,5.08498,2.633515,2211599,Rest
4.516104,5.113087,2.524236,4.791944,5.129561,2.605618,4.668277,4.698178,2.610404,4.663162,4.966015,2.666727,4.524484,5.074039,2.549274,4.781264,5.084296,2.630379,2211634,Preparation
4.518407,5.105568,2.50029,4.793993,5.124479,2.592708,4.668541,4.698424,2.610377,4.663209,4.965909,2.665997,4.523078,5.068625,2.530926,4.782168,5.082896,2.62302,2211666,Preparation
4.519208,5.103439,2.490203,4.797307,5.1166,2.565039,4.669273,4.698643,2.611722,4.663485,4.965977,2.665779,4.524585,5.065833,2.52106,4.782467,5.07815,2.612574,2211701,Preparation
4.518583,5.10203,2.481438,4.797479,5.106926,2.539629,4.670419,4.698746,2.613744,4.663692,4.965962,2.666324,4.526123,5.064546,2.514257,4.784678,5.068474,2.592773,2211735,Preparation
4.521932,5.10183,2.467371,4.794822,5.089053,2.508664,4.671391,4.698859,2.616055,4.664044,4.966063,2.667209,4.532298,5.06951,2.500349,4.78345,5.064919,2.587002,2211768,Preparation
4.524637,5.099797,2.443975,4.791009,5.075495,2.468467,4.672869,4.698851,2.623186,4.664491,4.966057,2.668656,4.53537,5.06858,2.47573,4.780142,5.05035,2.548422,2211799,Preparation
4.535155,5.094934,2.413134,4.783416,5.056569,2.453974,4.673832,4.698791,2.626853,4.664824,4.966195,2.670008,4.545724,5.059622,2.452965,4.777748,5.036769,2.52199,2211838,Preparation
4.551762,5.086968,2.382353,4.776491,5.038059,2.414735,4.675138,4.698889,2.631215,4.665318,4.966617,2.67203,4.558056,5.051991,2.426948,4.775143,5.023148,2.50124,2211866,Preparation
4.571029,5.08066,2.347146,4.766611,5.01221,2.405933,4.675561,4.698986,2.632949,4.665503,4.967086,2.673331,4.569027,5.050251,2.415698,4.765368,5.000584,2.473855,2211905,Preparation
4.592015,5.064478,2.314269,4.754335,4.991009,2.382509,4.676494,4.699069,2.636475,4.665835,4.967551,2.674808,4.585115,5.033135,2.385401,4.755708,4.981931,2.452991,2211935,Preparation
4.611855,5.041894,2.307328,4.740866,4.969999,2.355774,4.677166,4.699317,2.639597,4.666481,4.967847,2.676552,4.598676,5.020507,2.362943,4.745713,4.96534,2.426698,2211971,Preparation
4.62926,5.020584,2.287551,4.735305,4.959641,2.342394,4.677378,4.699191,2.642065,4.666845,4.967903,2.677637,4.616005,5.005318,2.351115,4.744892,4.986887,2.423228,2212002,Preparation
4.636173,4.995693,2.29485,4.721439,4.949318,2.330634,4.677704,4.698771,2.645167,4.666973,4.967984,2.678198,4.627203,4.988003,2.33945,4.730645,4.968843,2.402287,2212036,Preparation
