lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,timestamp,phase
4.116632,5.478007,1.775447,5.155034,5.303051,1.818665,4.436627,1.826273,1.961638,4.47271,4.225594,1.958806,3.894791,5.193565,1.808318,5.218955,5.053603,1.846618,5344834,Rest
4.00725,5.332944,1.792107,5.153087,5.300848,1.818844,4.441602,1.824256,1.962507,4.473742,4.222963,1.958888,3.786416,5.049397,1.825573,5.217015,5.051373,1.8468,5344866,Rest
4.006481,5.329782,1.791964,5.147383,5.303469,1.818436,4.442448,1.823399,1.962973,4.474112,4.224313,1.95875,3.786845,5.046608,1.825888,5.211318,5.053967,1.846394,5344896,Rest
4.029594,5.36317,1.788191,5.149929,5.2908,1.819828,4.44316,1.816975,1.963667,4.473154,4.21988,1.958423,3.801497,5.087667,1.822425,5.21387,5.041275,1.847789,5344932,Rest
4.026111,5.351124,1.789083,5.150057,5.289468,1.81993,4.440814,1.813291,1.963592,4.472915,4.219643,1.958411,3.800031,5.073879,1.823308,5.214005,5.039919,1.847894,5344962,Rest
4.027774,5.346075,1.789261,5.155318,5.266562,1.822265,4.439902,1.810402,1.963738,4.472636,4.219769,1.958377,3.80096,5.069333,1.823474,5.219272,5.016986,1.850232,5344996,Rest
4.120592,5.451266,1.77582,5.156734,5.264706,1.822416,4.438914,1.805308,1.964119,4.472601,4.219326,1.958295,3.899686,5.166796,1.809035,5.220689,5.015122,1.850384,5345029,Rest
4.058713,5.352101,1.784268,5.157715,5.259122,1.822763,4.444705,1.800674,1.965374,4.474294,4.216212,1.958337,3.840618,5.062455,1.816437,5.221676,5.009518,1.850733,5345064,Rest
4.060437,5.345863,1.783953,5.161215,5.25128,1.823922,4.446637,1.797552,1.965986,4.477067,4.204825,1.958205,3.839519,5.058443,1.816167,5.225182,5.001654,1.851895,5345094,Preparation
4.06552,5.32718,1.782371,5.203398,5.255953,1.832056,4.447569,1.793972,1.966535,4.476009,4.204671,1.958147,3.839941,5.046065,1.815526,5.267372,5.006299,1.860031,5345135,Preparation
4.211903,5.447122,1.759311,5.207083,5.244524,1.833182,4.454059,1.791318,1.96699,4.478274,4.19188,1.957934,4.024071,5.12826,1.784252,5.271054,4.99488,1.861157,5345174,Preparation
4.516293,5.489691,1.753864,5.17052,5.227909,1.827654,4.452738,1.791189,1.966914,4.487342,4.212957,1.956829,4.146725,5.097027,1.791148,5.234489,4.978273,1.855627,5345208,Preparation
4.648776,5.410077,1.771344,4.88688,5.348229,1.781456,4.455194,1.7903,1.967093,4.490554,4.209637,1.95692,4.400675,5.106358,1.783365,5.054221,5.21384,1.821423,5345238,Preparation
4.153216,5.094151,1.733789,5.067917,5.2647,1.809032,4.46372,1.786618,1.967073,4.494549,4.186579,1.957569,4.059851,4.890064,1.77156,5.268733,4.998765,1.852128,5345269,Preparation
4.023464,4.864328,1.755885,5.05451,5.294626,1.803471,4.464338,1.78547,1.966945,4.505877,4.164432,1.957382,3.779377,4.69357,1.808324,5.254088,5.031587,1.847499,5345299,Preparation
4.052713,4.771975,1.740197,5.200242,5.22736,1.834338,4.465292,1.785087,1.966818,4.510694,4.152091,1.957426,3.804764,4.641865,1.796438,5.369822,4.961451,1.882512,5345335,Preparation
4.03211,4.669015,1.73592,5.213454,5.170406,1.835272,4.465634,1.785002,1.966688,4.514726,4.146966,1.957587,3.793175,4.61503,1.798363,5.374204,4.909759,1.885751,5345367,Preparation
4.141975,4.55781,1.691186,5.084864,5.276137,1.788497,4.4711,1.782878,1.966467,4.51488,4.144736,1.957631,3.791412,4.580647,1.786887,5.280854,5.028644,1.836587,5345399,Preparation
4.134995,4.451858,1.683845,5.27705,5.111586,1.838186,4.476048,1.780529,1.965455,4.517767,4.147332,1.957685,3.916604,4.32089,1.73121,5.426181,4.868711,1.893414,5345433,Preparation
4.121747,4.335238,1.674341,5.124801,5.230774,1.785597,4.476665,1.780682,1.96465,4.518737,4.144688,1.957509,4.003469,4.257405,1.715785,5.288427,4.969307,1.835504,5345471,Preparation
4.121409,4.261987,1.668799,5.339951,5.108371,1.847279,4.473533,1.783908,1.962956,4.519355,4.162957,1.956771,4.03825,4.231879,1.698718,5.476055,4.873052,1.905074,5345501,Preparation
4.103283,4.18408,1.664069,5.179473,5.150373,1.783132,4.479559,1.784111,1.961929,4.519611,4.165204,1.956615,4.036033,4.177787,1.693887,5.329909,4.879403,1.832671,5345532,Preparation
4.093307,4.155364,1.663745,5.188253,5.088049,1.775966,4.480869,1.784411,1.96119,4.520187,4.163388,1.956577,4.037138,4.150831,1.691165,5.32088,4.881356,1.821299,5345566,Preparation
4.079027,4.137026,1.662917,5.41319,5.002999,1.841117,4.485619,1.783131,1.959938,4.519745,4.161984,1.956477,3.998456,4.131176,1.686267,5.546485,4.807822,1.904849,5345599,Preparation
4.068876,4.136758,1.660838,5.204939,4.815894,1.771167,4.495114,1.78416,1.959285,4.521556,4.158607,1.956381,4.010207,4.134179,1.67893,5.526841,4.753017,1.89199,5345631,Preparation
4.052014,4.160311,1.657353,5.203044,4.726227,1.767341,4.497788,1.786708,1.958137,4.522682,4.156956,1.956261,3.907561,4.128063,1.718198,5.535681,4.737704,1.891142,5345673,Stroke
4.032843,4.26113,1.650369,5.187065,4.500525,1.762981,4.499462,1.787895,1.957105,4.525496,4.150676,1.956179,3.935463,4.207787,1.711397,5.55516,4.703735,1.891848,5345709,Stroke
4.016176,4.424115,1.646845,5.131355,4.284959,1.756906,4.5141,1.787514,1.956207,4.529813,4.146509,1.956307,3.929034,4.315021,1.708476,5.552154,4.657631,1.894123,5345741,Stroke
3.986419,4.633263,1.658925,5.098497,4.070478,1.758049,4.52002,1.788977,1.955484,4.534335,4.142585,1.956397,3.684988,4.505159,1.781081,5.235384,3.986107,1.82949,5345765,Stroke
3.843739,4.678217,1.729728,5.088204,3.870644,1.75613,4.522158,1.790028,1.954568,4.538812,4.139971,1.95632,3.678638,4.526561,1.795224,5.203823,3.891404,1.782574,5345797,Stroke
3.835989,4.776491,1.741777,5.102449,3.597819,1.754616,4.532069,1.793513,1.953932,4.544683,4.14395,1.956189,3.672876,4.608689,1.805899,5.15486,3.627961,1.758341,5345830,Stroke
3.838314,4.851002,1.755135,5.118265,3.5622,1.756604,4.536012,1.79553,1.953103,4.553236,4.14436,1.956189,3.667215,4.659261,1.815647,5.155444,3.583934,1.759684,5345864,Stroke
3.967424,4.818126,1.750434,5.140823,3.502696,1.756962,4.539513,1.796952,1.95237,4.55827,4.143645,1.956171,3.680603,4.639985,1.823362,5.166043,3.562217,1.760505,5345895,Stroke
3.915768,4.735727,1.773398,5.146958,3.464755,1.753768,4.543232,1.801741,1.950177,4.56338,4.144707,1.956211,3.702746,4.574239,1.832094,5.179024,3.540075,1.759333,5345931,Stroke
4.019236,4.44692,1.777438,5.156131,3.463429,1.742105,4.55403,1.80723,1.947983,4.570975,4.129275,1.956647,3.814697,4.390324,1.817953,5.225667,3.663832,1.760826,5345963,Stroke
4.22881,4.241621,1.742471,5.204939,3.6019,1.711477,4.564319,1.816615,1.945379,4.572575,4.127818,1.956721,4.024993,4.176942,1.782637,5.239952,3.745468,1.747364,5345995,Stroke
4.053209,4.011115,1.780723,5.218202,3.873559,1.695561,4.56902,1.822514,1.94279,4.575416,4.128005,1.956892,3.900621,4.067496,1.804422,5.279903,3.921729,1.73901,5346032,Stroke
4.047628,3.811023,1.775676,5.244452,4.16455,1.678021,4.57494,1.830693,1.938491,4.576516,4.127472,1.957306,3.995462,3.843967,1.797552,5.312315,4.157552,1.731868,5346066,Stroke
4.023695,3.711582,1.775634,5.245607,4.426207,1.669198,4.578803,1.839547,1.934036,4.576485,4.126426,1.957843,3.938489,4.176339,1.779685,5.31805,4.370652,1.71606,5346095,Stroke
4.062273,3.134628,1.777237,5.265589,4.630172,1.697673,4.575857,1.857026,1.92885,4.5788,4.138717,1.958934,4.013914,3.528348,1.779411,5.375286,4.468904,1.789744,5346134,Stroke
3.987679,3.514706,1.712407,5.242726,4.659886,1.72061,4.574227,1.867267,1.925509,4.579666,4.139197,1.959318,4.022738,3.498295,1.770554,5.468713,4.566824,1.825593,5346190,Stroke
4.020582,3.503844,1.753577,5.222251,4.620716,1.763434,4.569039,1.870326,1.922345,4.583249,4.142667,1.959721,3.965191,3.60131,1.760828,5.468511,4.573131,1.836635,5346209,Stroke
4.034918,3.562797,1.737489,5.186739,4.611026,1.75831,4.569007,1.872386,1.920982,4.586562,4.139013,1.96019,4.040799,3.558956,1.727584,5.260192,4.495218,1.810156,5346236,Stroke
4.081037,3.752408,1.707222,5.13572,4.383959,1.767871,4.570681,1.873964,1.919394,4.589058,4.135501,1.960645,4.061583,3.728966,1.709653,5.273138,4.456278,1.817626,5346269,Stroke
4.064762,4.045288,1.697582,5.260517,4.385004,1.75682,4.56837,1.874173,1.916882,4.595475,4.1296,1.961039,4.095424,3.975137,1.687189,5.159564,4.229169,1.802218,5346296,Stroke
4.068719,4.331131,1.680614,5.269863,4.297933,1.77236,4.56586,1.876526,1.914396,4.598382,4.128511,1.96078,4.035151,4.312686,1.717388,5.178929,4.0527,1.798886,5346332,Stroke
4.256511,4.620529,1.615082,5.197378,4.001805,1.792304,4.570578,1.881662,1.911906,4.606109,4.13695,1.961351,4.078763,4.542403,1.68722,5.189686,4.000864,1.797185,5346364,Stroke
4.066891,4.734586,1.727914,5.211658,3.876352,1.779429,4.576993,1.891451,1.908292,4.61257,4.141172,1.961548,3.839191,4.603224,1.814653,5.254114,3.824978,1.78175,5346394,Stroke
4.099982,4.753705,1.738472,5.246569,3.827371,1.772598,4.581714,1.896741,1.905623,4.619474,4.145323,1.961644,3.855213,4.60525,1.819206,5.27512,3.839166,1.783763,5346430,Stroke
4.180787,4.72242,1.753123,5.281198,3.83407,1.754785,4.593534,1.913499,1.900178,4.624533,4.1474,1.961609,4.005703,4.627092,1.809948,5.293689,3.815681,1.744596,5346463,Stroke
4.302564,4.7161,1.74369,5.318009,3.96402,1.719978,4.600274,1.923268,1.896303,4.627039,4.150767,1.960837,4.261247,4.495629,1.781448,5.344534,4.019732,1.749007,5346499,Stroke
4.433495,4.392126,1.730763,5.33067,4.195836,1.694622,4.601587,1.933712,1.892712,4.62664,4.148831,1.960363,4.28618,4.381299,1.781413,5.354751,4.232451,1.731367,5346534,Stroke
4.285908,4.130256,1.776093,5.351819,4.542639,1.609279,4.599311,1.940736,1.889887,4.629873,4.147657,1.959295,4.287514,4.137379,1.781951,5.378148,4.50752,1.684863,5346563,Stroke
4.250157,4.012101,1.777812,5.355752,4.777024,1.673188,4.592774,1.945865,1.887576,4.633292,4.149642,1.958585,4.24683,4.016059,1.783873,5.397144,4.619308,1.748336,5346600,Stroke
4.216856,3.829534,1.771828,5.330248,4.889679,1.682959,4.587046,1.948315,1.885446,4.633883,4.152176,1.957421,4.231302,3.794426,1.773595,5.378345,4.708178,1.755759,5346630,Stroke
4.206676,3.74733,1.765563,5.294083,4.815361,1.738201,4.584201,1.950354,1.884271,4.633511,4.153362,1.955955,4.212454,3.757562,1.769672,5.405805,4.643847,1.828425,5346694,Stroke
4.186532,3.737218,1.760446,5.249152,4.769379,1.756817,4.582041,1.951271,1.883489,4.631956,4.148331,1.954502,4.19205,3.732086,1.760782,5.422404,4.624766,1.845329,5346714,Stroke
4.161547,3.780741,1.745205,5.196249,4.671415,1.771181,4.581799,1.950372,1.882937,4.631542,4.148142,1.95292,4.16296,3.764397,1.745983,5.424192,4.62229,1.846838,5346739,Stroke
4.12094,3.989197,1.724379,4.946711,4.617176,1.72858,4.581363,1.949961,1.882665,4.632403,4.155372,1.951957,4.038789,4.071714,1.749955,5.115351,4.463183,1.79656,5346763,Stroke
4.129912,4.242807,1.70112,4.914374,4.532595,1.730276,4.581399,1.94985,1.88256,4.633496,4.155373,1.950353,4.144199,4.1984,1.709854,5.093223,4.397254,1.798793,5346804,Stroke
4.094187,4.511322,1.711334,5.105312,4.436387,1.788424,4.583337,1.949668,1.882606,4.636042,4.156681,1.949277,3.892217,4.451205,1.780712,5.05464,4.150639,1.796433,5346831,Stroke
4.109645,4.799146,1.72219,5.121469,4.390356,1.77927,4.585565,1.949768,1.882894,4.6389,4.160995,1.948436,3.838992,4.618884,1.81551,5.059712,4.109421,1.790422,5346862,Stroke
4.10818,4.878246,1.742167,4.888359,3.997829,1.708487,4.58988,1.949326,1.884171,4.641068,4.164326,1.947949,3.912069,4.684965,1.811129,5.076454,4.011579,1.781164,5346895,Stroke
4.058895,4.860646,1.779479,5.114214,3.890164,1.763429,4.59346,1.947598,1.885364,4.646906,4.166082,1.947445,3.858942,4.679911,1.837597,5.102907,3.92575,1.76742,5346928,Stroke
4.12295,4.810581,1.792918,5.003034,3.795172,1.689021,4.600097,1.947017,1.8883,4.647954,4.166661,1.946612,3.862106,4.655387,1.843894,5.144188,3.873075,1.757096,5346965,Stroke
4.164917,4.753744,1.796087,5.048535,3.756184,1.668488,4.601427,1.943566,1.890267,4.649465,4.165405,1.94618,3.886414,4.644313,1.848057,5.178973,3.846068,1.741684,5346994,Stroke
4.307486,4.541518,1.788193,5.240524,3.932936,1.729324,4.605543,1.939449,1.893353,4.649949,4.163963,1.945802,3.988967,4.467087,1.832931,5.31621,3.980327,1.783086,5347029,Stroke
4.48625,4.226413,1.745599,5.253031,3.983832,1.668048,4.606719,1.93246,1.898744,4.649893,4.16236,1.945946,4.290421,4.179356,1.804816,5.308944,4.142531,1.715995,5347062,Stroke
4.243817,3.964783,1.801121,5.335062,4.480938,1.687753,4.605205,1.927188,1.903271,4.650024,4.161919,1.946538,4.214204,3.937052,1.805633,5.405805,4.39739,1.761214,5347097,Stroke
4.187747,3.6979,1.797454,5.361819,4.750896,1.693307,4.598341,1.922967,1.908425,4.648479,4.159545,1.947721,4.169603,3.712409,1.805691,5.413584,4.583865,1.765383,5347131,Stroke
4.148512,3.591129,1.795856,5.302177,4.555545,1.747366,4.593566,1.921203,1.913924,4.646277,4.158554,1.949087,4.156047,3.553586,1.800373,5.433743,4.779771,1.774337,5347167,Stroke
4.132718,3.54873,1.793394,5.391609,5.002814,1.708291,4.589541,1.9167,1.918298,4.641619,4.16109,1.950654,4.131655,3.535355,1.798166,5.42944,4.793161,1.778176,5347194,Stroke
4.103653,3.503008,1.782177,5.349998,4.838937,1.751251,4.586447,1.914163,1.921652,4.639809,4.160329,1.95253,4.096538,3.524976,1.789982,5.413334,4.572985,1.842567,5347232,Stroke
4.092288,3.479384,1.766939,5.314093,4.713518,1.771283,4.586172,1.913384,1.924224,4.633878,4.153375,1.954551,4.068531,3.532773,1.768249,5.475126,4.58489,1.868227,5347262,Stroke
4.081418,3.566696,1.741627,5.316691,4.722516,1.769499,4.589509,1.912148,1.927356,4.629491,4.149923,1.956638,4.064148,3.586117,1.746206,5.286175,4.492753,1.80529,5347298,Stroke
4.053432,3.858218,1.705628,5.299804,4.655819,1.76806,4.592941,1.910433,1.92984,4.625565,4.150948,1.958344,3.992661,3.915246,1.745361,5.287916,4.457072,1.811003,5347330,Stroke
4.050453,4.146927,1.686095,5.207969,4.515499,1.769899,4.598229,1.905474,1.932811,4.622187,4.152372,1.959983,3.96471,4.146349,1.74434,5.299413,4.397388,1.820271,5347364,Stroke
4.038487,4.336748,1.685539,5.28814,4.598954,1.788539,4.612402,1.903272,1.937801,4.620917,4.154387,1.961802,3.949334,4.28793,1.747334,5.241294,4.328168,1.808761,5347394,Stroke
4.048573,4.401041,1.698352,5.314214,4.570715,1.793822,4.617847,1.901979,1.940362,4.619035,4.155191,1.963424,4.009943,4.348207,1.73832,5.224577,4.30337,1.80961,5347431,Stroke
4.075759,4.454043,1.722183,5.129447,4.443848,1.73203,4.621175,1.896701,1.942695,4.616828,4.155857,1.964996,4.020987,4.443717,1.745854,5.242437,4.323895,1.806931,5347462,Stroke
4.092937,4.477861,1.738643,5.151286,4.46167,1.7314,4.623571,1.892293,1.945043,4.616512,4.155999,1.966594,4.066211,4.449914,1.753416,5.257174,4.3338,1.806188,5347499,Hold
4.125549,4.490395,1.751397,5.129905,4.423463,1.699516,4.623652,1.88773,1.946983,4.616982,4.158426,1.968087,3.97863,4.471686,1.814153,5.230383,4.343462,1.777204,5347528,Hold
4.19064,4.530859,1.75909,5.218129,4.359734,1.7595,4.624048,1.8776,1.949926,4.618371,4.154899,1.969485,4.009729,4.496547,1.80762,5.266484,4.2941,1.798454,5347564,Hold
4.220912,4.584517,1.763358,5.208528,4.501436,1.750058,4.629085,1.869202,1.95334,4.617868,4.150817,1.970792,4.030034,4.526045,1.806193,5.257255,4.294267,1.790272,5347594,Hold
4.231931,4.642428,1.764118,5.222303,4.393064,1.74115,4.630413,1.857237,1.956346,4.618452,4.151567,1.971967,4.044815,4.559498,1.80599,5.264055,4.294727,1.790758,5347633,Hold
4.184966,4.638673,1.776692,5.2293,4.420059,1.736708,4.633853,1.845391,1.960707,4.61712,4.152175,1.97296,3.922143,4.538363,1.832443,5.27704,4.318288,1.791626,5347705,Hold
4.141806,4.703342,1.733245,5.2311,4.454447,1.734633,4.630309,1.840328,1.962224,4.615212,4.153249,1.973852,4.210875,4.608751,1.786896,5.273354,4.344724,1.793027,5347728,Preparation
4.277348,4.627194,1.764155,5.234083,4.479337,1.734919,4.622253,1.834114,1.963138,4.612673,4.155463,1.974589,4.087793,4.515006,1.802709,5.27779,4.366871,1.793924,5347742,Preparation
4.447347,4.615836,1.745331,5.228349,4.503884,1.737972,4.616811,1.82769,1.964514,4.609999,4.158353,1.975249,4.207871,4.498528,1.769468,5.273651,4.392018,1.795478,5347772,Preparation
4.468686,4.557304,1.733968,5.218223,4.530749,1.741628,4.612682,1.82256,1.966982,4.606756,4.158295,1.975809,4.261959,4.45612,1.770133,5.268775,4.409637,1.79682,5347798,Preparation
4.365399,4.4553,1.753471,5.140668,4.561394,1.725297,4.603968,1.816545,1.968896,4.602605,4.15838,1.976257,4.273761,4.416525,1.765061,5.234726,4.449372,1.80169,5347834,Preparation
4.398261,4.43434,1.750118,5.209678,4.594804,1.755367,4.596421,1.814271,1.971487,4.598952,4.161992,1.976712,4.437227,4.416974,1.784173,5.43906,4.515407,1.875065,5347862,Preparation
4.439415,4.432556,1.745864,5.199319,4.62421,1.763051,4.587543,1.807606,1.975028,4.596213,4.164609,1.977246,4.293063,4.336776,1.756544,5.617756,4.729369,1.921487,5347897,Preparation
4.45466,4.443046,1.743791,5.180501,4.675704,1.77017,4.582278,1.809359,1.978182,4.589417,4.169202,1.977652,4.424229,4.471002,1.784727,5.330329,4.567384,1.838433,5347931,Preparation
4.444957,4.480274,1.737738,5.155791,4.72788,1.775708,4.578616,1.804559,1.980037,4.587729,4.167719,1.978042,4.390945,4.476595,1.779563,5.329796,4.568286,1.838496,5347964,Preparation
4.378164,4.630053,1.722824,5.137232,4.740067,1.777505,4.568558,1.798045,1.983211,4.587044,4.169363,1.978366,4.335741,4.551274,1.776479,5.231042,4.660135,1.830588,5347994,Preparation
4.337499,4.739734,1.721777,5.115558,4.850917,1.794336,4.554092,1.795782,1.985749,4.584822,4.183614,1.978366,4.212771,4.634157,1.769151,5.235441,4.661578,1.831972,5348031,Preparation
4.297854,4.835605,1.733377,5.115532,4.860537,1.798193,4.552042,1.791616,1.98746,4.586361,4.184234,1.978624,4.161719,4.64074,1.767493,5.237106,4.665931,1.834498,5348060,Preparation
4.167507,4.786567,1.756186,5.116113,4.872798,1.801007,4.549695,1.78863,1.988383,4.586819,4.18488,1.978644,3.923278,4.638249,1.810993,5.237002,4.675145,1.836755,5348096,Preparation
4.251965,4.787679,1.744106,5.115735,4.874868,1.801611,4.546547,1.78621,1.989174,4.586954,4.183872,1.978643,4.125769,4.68835,1.793029,5.23757,4.677077,1.837198,5348128,Preparation
4.146442,4.771214,1.766254,5.122801,4.858295,1.804254,4.546347,1.781802,1.989964,4.588789,4.183706,1.978705,3.922761,4.591242,1.820773,5.246706,4.662194,1.839928,5348161,Preparation
4.287364,4.885721,1.734553,5.096617,4.905063,1.786313,4.544985,1.778431,1.991165,4.589507,4.17961,1.978314,4.136338,4.655097,1.805281,5.271831,4.645562,1.837484,5348202,Preparation
4.106871,4.729258,1.782463,5.139487,4.803895,1.799461,4.542752,1.779015,1.991454,4.591422,4.178317,1.978276,3.893299,4.547137,1.838274,5.278733,4.630146,1.837411,5348237,Preparation
4.120296,4.732613,1.779655,5.137957,4.775936,1.795765,4.542659,1.778887,1.99152,4.593274,4.178378,1.978286,3.903752,4.549548,1.83488,5.275108,4.614129,1.836058,5348269,Preparation
4.236365,4.850362,1.762212,5.12242,4.775902,1.777794,4.533932,1.782753,1.990887,4.593794,4.206464,1.976979,4.13669,4.619207,1.791995,5.283391,4.571219,1.828155,5348303,Preparation
4.263006,4.766952,1.759705,5.113853,4.709896,1.763647,4.532866,1.78346,1.991043,4.595327,4.198099,1.976814,4.127401,4.5919,1.797909,5.317856,4.504239,1.835784,5348328,Preparation
4.197386,4.618852,1.74408,5.13649,4.569085,1.768981,4.532797,1.783617,1.990947,4.596279,4.190277,1.976821,4.16501,4.504674,1.797522,5.317697,4.4592,1.835012,5348363,Preparation
4.299657,4.542783,1.735399,5.133159,4.480021,1.770524,4.533211,1.78315,1.990872,4.59632,4.187506,1.976841,4.118948,4.396429,1.779366,5.316132,4.42609,1.8328,5348395,Preparation
4.292878,4.422483,1.735053,5.123213,4.384926,1.761268,4.533899,1.78267,1.990653,4.595052,4.181538,1.976833,4.127356,4.33266,1.771624,5.314461,4.414342,1.830978,5348433,Preparation
4.273762,4.332505,1.730656,5.066008,4.268363,1.754561,4.536653,1.783602,1.990302,4.592694,4.181619,1.976905,4.151083,4.262955,1.759828,5.327915,4.376524,1.843558,5348464,Preparation
4.244557,4.25956,1.733582,4.977326,4.135165,1.757545,4.537677,1.784229,1.990046,4.591694,4.179946,1.977083,4.147895,4.214436,1.759119,5.310924,4.356778,1.837895,5348500,Preparation
4.218809,4.179774,1.739818,4.791039,3.878912,1.733782,4.536665,1.785781,1.988733,4.590425,4.176543,1.977403,3.996482,4.105478,1.78942,5.23019,4.117715,1.816952,5348530,Preparation
4.558146,3.839744,1.763384,4.804479,4.115376,1.762206,4.545805,1.791955,1.988395,4.585719,4.175891,1.97771,4.23427,4.03996,1.741907,5.146945,4.116145,1.801819,5348562,Preparation
4.665485,3.678435,1.739337,4.308394,4.044484,1.725443,4.555147,1.804295,1.988155,4.585775,4.177871,1.978029,4.428333,3.867625,1.770927,5.110705,4.090416,1.799201,5348600,Preparation
4.630669,3.621111,1.72878,4.63288,3.967252,1.760033,4.549493,1.812955,1.986821,4.593464,4.208256,1.97891,4.483404,3.815679,1.762119,4.986832,3.993522,1.794987,5348630,Preparation
4.622937,3.578161,1.722707,4.360823,3.687915,1.704251,4.548292,1.815498,1.986347,4.597191,4.224247,1.979304,4.262616,3.851601,1.756678,4.945434,3.96,1.78975,5348666,Preparation
4.603672,3.551593,1.720485,4.357654,3.641042,1.709247,4.54451,1.826346,1.985607,4.603865,4.272084,1.979191,4.480512,3.668432,1.747172,4.799001,3.739083,1.763075,5348729,Preparation
4.585498,3.401924,1.712653,4.336623,3.586418,1.711768,4.540434,1.828309,1.985063,4.607287,4.270491,1.979375,4.536544,3.61798,1.745379,4.697141,3.63061,1.754345,5348740,Preparation
4.581299,3.376965,1.714535,4.323987,3.552298,1.716453,4.540296,1.829312,1.984945,4.609816,4.273097,1.979331,4.528111,3.56708,1.748071,4.673239,3.617342,1.752964,5348773,Preparation
