lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,timestamp,phase
4.419514,5.56796,1.650548,6.727967,5.340585,1.631226,5.479135,1.422904,1.800004,5.514768,4.104643,1.767148,4.393848,5.224971,1.68798,6.615364,5.075683,1.637267,5105320,Preparation
4.425679,5.553351,1.648346,6.634011,5.318627,1.608968,5.476974,1.420193,1.800748,5.509322,4.099205,1.767362,4.391916,5.212649,1.686368,6.616708,5.063274,1.636007,5105336,Preparation
4.471274,5.429081,1.631128,6.594515,5.324572,1.586989,5.478632,1.418755,1.801609,5.506557,4.090852,1.767283,4.397619,5.087893,1.666755,6.60581,4.972696,1.630599,5105476,Preparation
4.510219,5.228982,1.614855,6.504749,5.166609,1.573398,5.48394,1.41987,1.803477,5.504644,4.087185,1.766727,4.397718,4.877666,1.641422,6.503127,4.877085,1.575884,5105523,Preparation
4.702937,5.352525,1.599546,6.379361,5.005594,1.515603,5.483886,1.418993,1.803326,5.503863,4.08407,1.766598,4.647227,4.972716,1.61566,6.397268,4.805286,1.559343,5105538,Preparation
4.682765,5.186827,1.597853,6.258416,4.868038,1.494964,5.484812,1.419184,1.803452,5.502739,4.081889,1.766153,4.628379,4.801656,1.607977,6.345524,4.69612,1.544757,5105570,Preparation
4.705514,5.16581,1.593122,6.129745,4.680071,1.476394,5.486093,1.417962,1.803388,5.500837,4.080509,1.766268,4.66511,4.776925,1.599571,6.240953,4.549326,1.51502,5105616,Preparation
4.766933,5.138915,1.585472,5.98114,4.509005,1.460148,5.486955,1.418997,1.803104,5.499415,4.081542,1.766352,4.759105,4.74667,1.586433,6.172976,4.525279,1.492683,5105648,Preparation
4.965573,4.435907,1.486913,5.917574,4.385978,1.460098,5.489097,1.420181,1.802795,5.498333,4.082015,1.766688,4.7805,4.39234,1.530723,6.162226,4.200205,1.541322,5105679,Preparation
4.8828,4.326206,1.511567,4.981566,4.324069,1.481665,5.492359,1.418112,1.802399,5.496674,4.081108,1.767432,4.730509,4.274022,1.541655,5.334762,4.228969,1.524291,5105710,Preparation
5.581883,4.084107,1.449278,5.100228,4.114573,1.487653,5.496103,1.419032,1.802551,5.496527,4.07925,1.768103,4.965826,4.172403,1.527669,5.312284,4.143662,1.5237,5105741,Preparation
5.575775,4.057374,1.450846,5.204389,3.964775,1.483916,5.49822,1.418861,1.802748,5.494498,4.076047,1.768937,5.385071,4.107971,1.498029,5.351953,4.093829,1.531633,5105788,Preparation
5.57353,4.014622,1.458505,5.221272,3.94946,1.483679,5.498475,1.419434,1.80276,5.492029,4.071265,1.769717,5.364419,4.057477,1.494209,5.438584,4.010355,1.533472,5105835,Preparation
5.545604,3.989411,1.460061,5.233109,3.946666,1.483818,5.499728,1.420268,1.802506,5.490466,4.071671,1.77007,5.37119,4.048329,1.494578,5.443453,3.907115,1.52684,5105882,Preparation
5.538726,3.993608,1.463204,5.226993,3.958489,1.487648,5.500573,1.420765,1.80207,5.491182,4.072031,1.770257,5.311903,4.06106,1.49781,5.507417,4.024233,1.525192,5105913,Rest
5.517125,4.025419,1.472071,5.19807,4.048607,1.502421,5.5009,1.42188,1.801995,5.491018,4.072565,1.770516,5.246335,4.076231,1.510623,5.536656,4.058702,1.537752,5105944,Rest
5.503792,4.130676,1.486986,5.170945,4.127667,1.516111,5.508513,1.423467,1.799746,5.491024,4.072887,1.770573,5.274529,4.14633,1.510025,5.457468,4.150685,1.595737,5105975,Rest
5.478167,4.233175,1.49823,5.172792,4.169362,1.526752,5.511899,1.425282,1.796112,5.49389,4.073082,1.770601,5.307565,4.190519,1.521574,5.484541,4.146617,1.602418,5106022,Rest
5.463951,4.366693,1.513213,5.17493,4.22259,1.536291,5.51342,1.426644,1.792879,5.49488,4.072217,1.770537,5.264406,4.253984,1.548467,5.661736,4.220325,1.580556,5106053,Rest
5.466688,4.376616,1.517382,5.399653,4.119954,1.59065,5.513688,1.427754,1.791284,5.497251,4.070614,1.770417,5.257735,4.273001,1.556154,5.665242,4.227407,1.581441,5106084,Rest
5.469889,4.384497,1.519629,5.242947,4.34456,1.537168,5.5167,1.430239,1.789294,5.501649,4.072505,1.769982,5.234601,4.291871,1.557248,5.925013,4.349358,1.548028,5106131,Rest
5.457842,4.379776,1.516463,5.232717,4.334168,1.536145,5.515779,1.434982,1.786585,5.510456,4.075579,1.769334,5.237164,4.255252,1.557894,5.84409,4.436618,1.589766,5106162,Rest
5.466346,4.285147,1.510998,5.435318,4.407051,1.548156,5.514412,1.439099,1.785377,5.51589,4.07658,1.76908,5.017314,4.280016,1.560769,5.78319,4.478664,1.581648,5106225,Rest
5.484457,4.242246,1.507029,5.262581,4.267912,1.522456,5.51299,1.442398,1.784308,5.525491,4.076522,1.768547,5.277429,4.14463,1.5467,5.88438,4.404637,1.586146,5106240,Rest
5.487604,4.231698,1.503192,5.263516,4.264302,1.521568,5.509803,1.446009,1.782352,5.533441,4.076726,1.768072,5.270013,4.140764,1.547868,5.832355,4.454027,1.576169,5106256,Rest
5.492596,4.219605,1.501027,5.266935,4.264267,1.521293,5.50427,1.455269,1.775554,5.574275,4.087284,1.766302,5.236371,4.136771,1.561659,5.596552,4.178663,1.553721,5106365,Rest
5.545331,4.244275,1.500301,5.316791,4.267244,1.519085,5.508348,1.468879,1.770127,5.61995,4.085085,1.762845,5.160006,4.218316,1.546826,5.641863,4.174782,1.557105,5106521,Rest
5.552939,4.243887,1.49877,5.332459,4.261009,1.517544,5.50808,1.468902,1.769212,5.628059,4.084064,1.762404,5.168832,4.213544,1.544985,5.662311,4.170399,1.558689,5106552,Rest
5.565106,4.240493,1.496991,5.333758,4.259072,1.51722,5.527069,1.466299,1.769615,5.636877,4.086518,1.761878,5.170918,4.215996,1.545073,5.669319,4.17134,1.557546,5106584,Rest
5.56969,4.23717,1.495694,5.338461,4.254734,1.516198,5.532912,1.465416,1.769171,5.64435,4.086156,1.761712,5.176468,4.212735,1.5445,5.679093,4.162597,1.555776,5106615,Rest
5.580298,4.234089,1.494825,5.353151,4.24715,1.515771,5.539599,1.464016,1.76893,5.652312,4.086332,1.761616,5.180654,4.216573,1.544455,5.680948,4.162271,1.555426,5106646,Rest
5.591404,4.232906,1.49349,5.365733,4.242095,1.515528,5.545369,1.460275,1.769536,5.66448,4.082701,1.761212,5.184007,4.214491,1.544992,5.682392,4.161972,1.555348,5106677,Rest
5.60105,4.229535,1.492743,5.381914,4.230813,1.514322,5.544461,1.460733,1.768073,5.690703,4.082948,1.760265,5.196362,4.208786,1.544441,5.680502,4.163176,1.554984,5106708,Rest
5.608144,4.223698,1.491375,5.393716,4.225762,1.513166,5.549704,1.46599,1.76615,5.699801,4.085668,1.759601,5.207754,4.216858,1.545069,5.683055,4.163221,1.554603,5106740,Rest
5.612271,4.215161,1.490112,5.402713,4.22125,1.511811,5.555687,1.46995,1.763884,5.709123,4.086329,1.758761,5.212151,4.207394,1.545678,5.705298,4.157541,1.557032,5106755,Rest
5.620377,4.208812,1.487958,5.410383,4.218412,1.510331,5.641199,1.44228,1.776535,5.716918,4.083471,1.758296,5.2135,4.203117,1.546388,5.794861,4.127921,1.56978,5106802,Rest
5.630617,4.208546,1.483862,5.422391,4.205404,1.506059,5.646075,1.439257,1.778108,5.734003,4.085736,1.757416,5.217981,4.196825,1.546761,5.744956,4.134581,1.557668,5106864,Rest
5.629089,4.208328,1.482989,5.426416,4.20197,1.502384,5.669352,1.43315,1.775744,5.742606,4.082197,1.75702,5.221295,4.17904,1.546018,5.738168,4.122752,1.55447,5106974,Rest
5.637451,4.208344,1.479459,5.431561,4.19488,1.499158,5.675973,1.431031,1.773929,5.75142,4.081284,1.756178,5.220612,4.171179,1.546108,5.727059,4.115702,1.550711,5107130,Rest
5.644148,4.206033,1.476453,5.429241,4.189808,1.499172,5.682804,1.430849,1.773464,5.754661,4.081172,1.755796,5.217896,4.172411,1.54623,5.725741,4.110127,1.551051,5107145,Rest
5.63299,4.197828,1.474881,5.426224,4.186027,1.499058,5.689336,1.430384,1.773507,5.755872,4.081472,1.755597,5.217571,4.168386,1.546192,5.72537,4.108994,1.554447,5107161,Rest
5.620904,4.180471,1.475355,5.424986,4.178692,1.49938,5.692065,1.430656,1.773645,5.756664,4.081414,1.755492,5.217657,4.165225,1.545679,5.726845,4.103098,1.55501,5107208,Rest
5.634131,4.166269,1.472532,5.416195,4.169791,1.499782,5.693888,1.431329,1.773528,5.757738,4.080901,1.755365,5.217028,4.16367,1.545555,5.72251,4.099557,1.554504,5107239,Rest
5.621036,4.156656,1.472163,5.414786,4.164552,1.499256,5.696476,1.431873,1.774003,5.757119,4.085598,1.75497,5.216866,4.162338,1.545504,5.72692,4.094013,1.555447,5107270,Rest
5.625735,4.149776,1.468837,5.415727,4.157728,1.498061,5.695846,1.431584,1.774079,5.758339,4.086063,1.754781,5.217323,4.152296,1.544899,5.733361,4.089317,1.556706,5107317,Rest
5.63729,4.143779,1.465306,5.416625,4.147606,1.497591,5.699274,1.432259,1.774328,5.75823,4.08709,1.754625,5.216366,4.151985,1.545034,5.732085,4.082332,1.556735,5107348,Rest
5.641384,4.139559,1.465365,5.412949,4.135357,1.498025,5.698932,1.432847,1.774249,5.758028,4.089017,1.754342,5.21623,4.15197,1.545102,5.732234,4.077864,1.556477,5107379,Rest
5.638679,4.135762,1.465286,5.422794,4.119428,1.494735,5.703078,1.433398,1.774251,5.75392,4.101821,1.7535,5.216199,4.142347,1.544502,5.731636,4.071344,1.556181,5107410,Rest
5.650091,4.118949,1.464178,5.423569,4.112733,1.49507,5.702734,1.434493,1.774148,5.752349,4.10472,1.753218,5.224611,4.090396,1.53861,5.732088,4.071581,1.556148,5107457,Rest
5.647225,4.106864,1.464206,5.424252,4.109646,1.495084,5.702459,1.436026,1.773761,5.751828,4.107014,1.752944,5.22578,4.091319,1.538852,5.722589,4.073945,1.554681,5107504,Rest
5.635359,4.097152,1.463696,5.422779,4.102576,1.494886,5.706713,1.437084,1.773573,5.751048,4.108803,1.752676,5.225204,4.091823,1.538828,5.722616,4.073498,1.554697,5107535,Rest
5.62362,4.080689,1.463942,5.416228,4.095213,1.494002,5.705288,1.438229,1.7722,5.750694,4.109508,1.752622,5.201435,4.117733,1.544207,5.718732,4.070791,1.55472,5107566,Rest
5.612848,4.070215,1.469588,5.408748,4.092975,1.491301,5.711875,1.440614,1.771521,5.747138,4.118721,1.751873,5.16094,4.22158,1.549198,5.712194,4.065502,1.553959,5107629,Rest
5.58338,4.074842,1.475838,5.406335,4.094296,1.491276,5.713235,1.442375,1.770838,5.744978,4.119225,1.751798,5.15553,4.218216,1.549693,5.707798,4.069411,1.552738,5107660,Rest
5.579037,4.075452,1.476748,5.404999,4.095301,1.491322,5.714376,1.443642,1.770507,5.741072,4.118606,1.751799,5.37675,4.016551,1.541341,5.70355,4.071293,1.552173,5107691,Rest
5.576347,4.07897,1.477697,5.400389,4.096677,1.49276,5.701674,1.44807,1.769129,5.734713,4.117461,1.751752,5.212251,4.118023,1.530495,5.717087,4.068814,1.55518,5107722,Rest
5.578377,4.079497,1.47795,5.396232,4.094931,1.495006,5.700829,1.448309,1.769671,5.729775,4.114429,1.751373,5.212556,4.118811,1.5305,5.705713,4.061704,1.556999,5107769,Rest
5.574935,4.079449,1.479346,5.394713,4.094114,1.4963,5.700556,1.448923,1.769675,5.725664,4.112146,1.751131,5.226179,4.106241,1.531013,5.703662,4.061325,1.556587,5107785,Rest
5.575449,4.079371,1.479933,5.394448,4.092429,1.497219,5.695574,1.451232,1.768937,5.723959,4.11326,1.750993,5.22768,4.109569,1.530911,5.702925,4.061493,1.55719,5107816,Rest
5.578197,4.078205,1.480094,5.392198,4.089745,1.498753,5.694114,1.455259,1.768863,5.722446,4.112528,1.750832,5.231552,4.115612,1.530151,5.699347,4.06242,1.55718,5107878,Rest
5.582061,4.078679,1.480605,5.388341,4.087487,1.500718,5.690199,1.457728,1.769076,5.716122,4.113135,1.75075,5.230111,4.116168,1.530995,5.693061,4.064234,1.556759,5107910,Rest
5.583183,4.078439,1.480787,5.380264,4.08715,1.503522,5.691596,1.459347,1.769193,5.713244,4.114522,1.750601,5.230569,4.115561,1.531068,5.674736,4.061561,1.55742,5107941,Rest
5.58539,4.076843,1.481745,5.378009,4.0853,1.504958,5.691751,1.460483,1.769206,5.707285,4.115559,1.750502,5.227674,4.123252,1.532569,5.67423,4.062824,1.55658,5107972,Rest
5.589016,4.075741,1.485517,5.370483,4.08156,1.508285,5.657053,1.46429,1.768437,5.695205,4.11375,1.750283,5.237864,4.113363,1.533954,5.656154,4.053998,1.558986,5108159,Rest
5.587198,4.076231,1.48666,5.342282,4.082293,1.513391,5.619409,1.47558,1.763113,5.677556,4.112638,1.750934,5.231083,4.130516,1.534233,5.622284,4.064334,1.553124,5108206,Rest
5.586588,4.076034,1.487883,5.330597,4.080931,1.515823,5.576332,1.487535,1.757471,5.668144,4.114426,1.750622,5.228072,4.136138,1.534961,5.609978,4.063409,1.55385,5108222,Rest
5.585765,4.074344,1.488451,5.327198,4.077987,1.516363,5.554321,1.489343,1.756564,5.664362,4.114941,1.750624,5.228509,4.137037,1.535048,5.605061,4.0648,1.552565,5108253,Rest
5.583054,4.07203,1.489012,5.320468,4.079498,1.517402,5.541632,1.492338,1.755969,5.66038,4.111427,1.750626,5.227955,4.136933,1.535193,5.593542,4.061017,1.555324,5108284,Rest
5.581768,4.070189,1.489382,5.317297,4.08025,1.517955,5.535832,1.493254,1.755314,5.653462,4.110122,1.750663,5.227716,4.137482,1.535244,5.588861,4.060815,1.55627,5108315,Rest
5.579023,4.065872,1.489759,5.316405,4.077732,1.518076,5.530425,1.494619,1.75451,5.649804,4.11021,1.750582,5.228684,4.13802,1.535138,5.584879,4.058531,1.556865,5108378,Rest
5.572114,4.052099,1.491814,5.31238,4.071288,1.518608,5.522915,1.498661,1.753081,5.639603,4.112209,1.750125,5.329028,4.010787,1.544999,5.579561,4.05621,1.556867,5108502,Rest
5.566168,4.037999,1.493097,5.31097,4.067089,1.51869,5.521172,1.502443,1.75234,5.631569,4.115469,1.749639,5.228849,4.132649,1.5352,5.575144,4.052548,1.557404,5108518,Rest
5.563895,4.034915,1.49321,5.308508,4.065264,1.518776,5.519155,1.502954,1.752277,5.628844,4.116837,1.749546,5.359977,3.969818,1.548904,5.574178,4.051065,1.557647,5108549,Rest
5.563176,4.033897,1.493187,5.306304,4.063746,1.518857,5.517967,1.503438,1.751966,5.627726,4.116899,1.749425,5.232762,4.145252,1.535526,5.572829,4.048131,1.557874,5108580,Rest
5.561309,4.032965,1.49338,5.304865,4.062093,1.518738,5.516583,1.503582,1.75175,5.626769,4.116252,1.749365,5.212006,4.146054,1.535069,5.572518,4.045959,1.557893,5108627,Rest
5.559952,4.031483,1.493525,5.30103,4.059289,1.518782,5.5169,1.503077,1.75162,5.62436,4.114908,1.749184,5.340608,3.971015,1.547379,5.572706,4.045231,1.557865,5108658,Rest
5.560005,4.031312,1.49351,5.305439,4.052854,1.517381,5.515999,1.502931,1.751655,5.623539,4.114592,1.749091,5.334591,3.970947,1.548939,5.572549,4.04321,1.557388,5108705,Rest
5.559825,4.031318,1.493501,5.303869,4.051171,1.51735,5.516453,1.501894,1.751364,5.621642,4.11106,1.748872,5.330851,3.973125,1.548812,5.572073,4.042798,1.557451,5108736,Rest
5.559656,4.031203,1.493398,5.307617,4.047268,1.516096,5.516619,1.501069,1.751385,5.620029,4.10916,1.748741,5.329745,3.971588,1.549007,5.572609,4.040125,1.557265,5108768,Rest
5.559479,4.031178,1.493314,5.305463,4.045077,1.516058,5.517782,1.499487,1.751358,5.61866,4.107918,1.748585,5.330372,3.972384,1.549461,5.573988,4.038528,1.557273,5108814,Rest
5.55934,4.031016,1.493067,5.305368,4.042603,1.515842,5.517954,1.496128,1.752007,5.616659,4.107294,1.748415,5.32417,3.986996,1.548151,5.574042,4.03609,1.557614,5108846,Rest
5.559294,4.030784,1.493002,5.305006,4.040465,1.515692,5.519876,1.492344,1.752285,5.615628,4.105931,1.748254,5.294757,3.989296,1.543124,5.577744,4.033047,1.558461,5108924,Rest
5.558183,4.02756,1.492749,5.304375,4.03353,1.515273,5.522075,1.487647,1.752665,5.614019,4.107026,1.747901,5.315232,3.992826,1.545443,5.57734,4.030038,1.558453,5108955,Rest
5.555691,4.023664,1.49246,5.304317,4.028162,1.515033,5.523812,1.485606,1.753027,5.612679,4.105096,1.747778,5.310519,3.993834,1.544546,5.576701,4.024436,1.558483,5109017,Rest
5.548635,4.019629,1.491964,5.30317,4.022973,1.514584,5.523889,1.483461,1.753612,5.611717,4.104032,1.747763,5.232529,4.088872,1.536176,5.575386,4.021297,1.55838,5109095,Rest
5.544821,4.022498,1.491168,5.305843,4.014717,1.512164,5.529559,1.478414,1.754862,5.606512,4.098893,1.747548,5.272653,4.031613,1.540021,5.575279,4.012796,1.558078,5109126,Rest
5.541378,4.026064,1.490581,5.304814,4.014722,1.51208,5.5334,1.476914,1.755432,5.604529,4.097382,1.747488,5.238847,4.085075,1.535817,5.596944,4.013695,1.562429,5109142,Rest
5.539925,4.028458,1.490219,5.304528,4.014686,1.512037,5.533923,1.474742,1.755982,5.602708,4.096745,1.747464,5.274375,4.052798,1.537874,5.60761,4.012208,1.565108,5109173,Rest
5.539121,4.029919,1.48981,5.306634,4.012366,1.511304,5.533934,1.473702,1.756323,5.599879,4.094181,1.747587,5.278852,4.047368,1.538417,5.607888,4.012616,1.566088,5109236,Rest
5.537882,4.030995,1.489625,5.308161,4.011717,1.511005,5.535249,1.472306,1.756667,5.596656,4.0926,1.747737,5.265407,4.022208,1.53683,5.494031,3.933182,1.610997,5109267,Rest
5.536703,4.031684,1.489515,5.308224,4.011041,1.510965,5.535543,1.469308,1.757427,5.594053,4.09143,1.747732,5.272989,4.020053,1.537901,5.594338,3.992662,1.569043,5109298,Rest
5.533474,4.032478,1.489507,5.306986,4.009105,1.511015,5.537963,1.466619,1.758099,5.590216,4.090155,1.747798,5.27453,4.019564,1.538438,5.481936,3.946589,1.605068,5109329,Rest
5.529296,4.033495,1.489469,5.307774,4.006996,1.510791,5.539342,1.465674,1.758391,5.586413,4.087945,1.748328,5.27588,4.020265,1.538549,5.480131,3.938278,1.609712,5109360,Rest
